Sample_typ	SAMPLE_NUM	METHOD_DES	ATLAS_DESC	EASTING	NORTHING	ALUMINIUM	ANTIMONY	ARSENIC
gbase Stream Water	42_2840_+	Conductivity meter	East Midlands	477820	339550	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_2840_+	Ion Selective Electrode	East Midlands	477820	339550	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_2840_+	pH electrode	East Midlands	477820	339550	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_2840_+	Titrimetric method	East Midlands	477820	339550	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_2840_+	TOC Analyser  (Shimadzu 5000)	East Midlands	477820	339550	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1676_+	Conductivity meter	East Midlands	466350	342730	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1676_+	Ion Selective Electrode	East Midlands	466350	342730	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1676_+	pH electrode	East Midlands	466350	342730	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1676_+	Titrimetric method	East Midlands	466350	342730	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1676_+	TOC Analyser  (Shimadzu 5000)	East Midlands	466350	342730	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1829_+	ICP Atomic Emission Spectrometry	East Midlands	472030	341180	0.16948600000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1829_+	ICP Mass Spectrometry	East Midlands	472030	341180	0.13616100000	0.00018600000	0.00468400000
gbase Stream Water	42_1676_+	Colorimetric Method	East Midlands	466350	342730	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1676_+	ICP Atomic Emission Spectrometry	East Midlands	466350	342730	0.01881700000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1676_+	ICP Mass Spectrometry	East Midlands	466350	342730	0.00705900000	0.00121800000	0.00270900000
gbase Stream Water	42_1838_+	Conductivity meter	East Midlands	466110	343870	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1838_+	Ion Selective Electrode	East Midlands	466110	343870	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1838_+	pH electrode	East Midlands	466110	343870	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1838_+	Titrimetric method	East Midlands	466110	343870	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1838_+	TOC Analyser  (Shimadzu 5000)	East Midlands	466110	343870	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1838_+	Colorimetric Method	East Midlands	466110	343870	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1885_+	Conductivity meter	East Midlands	463700	343900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1885_+	Ion Selective Electrode	East Midlands	463700	343900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1885_+	pH electrode	East Midlands	463700	343900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1885_+	Titrimetric method	East Midlands	463700	343900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1885_+	TOC Analyser  (Shimadzu 5000)	East Midlands	463700	343900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1804_+	Conductivity meter	East Midlands	456010	335740	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1804_+	Ion Selective Electrode	East Midlands	456010	335740	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1804_+	pH electrode	East Midlands	456010	335740	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1804_+	Titrimetric method	East Midlands	456010	335740	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1804_+	TOC Analyser  (Shimadzu 5000)	East Midlands	456010	335740	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1804_+	Colorimetric Method	East Midlands	456010	335740	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1804_+	ICP Atomic Emission Spectrometry	East Midlands	456010	335740	0.02787900000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1804_+	ICP Mass Spectrometry	East Midlands	456010	335740	0.01201700000	0.00054800000	0.00482200000
gbase Stream Water	42_1838_+	ICP Atomic Emission Spectrometry	East Midlands	466110	343870	0.06908800000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1838_+	ICP Mass Spectrometry	East Midlands	466110	343870	0.00659000000	0.00027600000	0.00105400000
gbase Stream Water	42_1885_+	Colorimetric Method	East Midlands	463700	343900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1885_+	ICP Atomic Emission Spectrometry	East Midlands	463700	343900	0.06262700000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1885_+	ICP Mass Spectrometry	East Midlands	463700	343900	0.00631900000	0.00014300000	0.00199700000
gbase Stream Water	42_1857_+	Conductivity meter	East Midlands	471110	340810	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1857_+	Ion Selective Electrode	East Midlands	471110	340810	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1857_+	pH electrode	East Midlands	471110	340810	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1857_+	Titrimetric method	East Midlands	471110	340810	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1857_+	TOC Analyser  (Shimadzu 5000)	East Midlands	471110	340810	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1857_+	Colorimetric Method	East Midlands	471110	340810	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1857_+	ICP Atomic Emission Spectrometry	East Midlands	471110	340810	0.05836000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1857_+	ICP Mass Spectrometry	East Midlands	471110	340810	0.00224700000	0.00078400000	0.00770400000
gbase Stream Water	42_1611_+	Conductivity meter	East Midlands	467580	342800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1863_+	Conductivity meter	East Midlands	468800	345010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1863_+	Ion Selective Electrode	East Midlands	468800	345010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1863_+	pH electrode	East Midlands	468800	345010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1863_+	Titrimetric method	East Midlands	468800	345010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1611_+	Ion Selective Electrode	East Midlands	467580	342800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1611_+	pH electrode	East Midlands	467580	342800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1611_+	Titrimetric method	East Midlands	467580	342800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1611_+	TOC Analyser  (Shimadzu 5000)	East Midlands	467580	342800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1611_+	Colorimetric Method	East Midlands	467580	342800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1611_+	ICP Atomic Emission Spectrometry	East Midlands	467580	342800	0.04496200000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1611_+	ICP Mass Spectrometry	East Midlands	467580	342800	0.00762400000	0.00020800000	0.00093900000
gbase Stream Water	42_1819_+	Conductivity meter	East Midlands	464750	341340	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1863_+	TOC Analyser  (Shimadzu 5000)	East Midlands	468800	345010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1863_+	Colorimetric Method	East Midlands	468800	345010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1863_+	ICP Atomic Emission Spectrometry	East Midlands	468800	345010	0.00483700000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1863_+	ICP Mass Spectrometry	East Midlands	468800	345010	0.01841600000	0.00009600000	0.00091800000
gbase Stream Water	42_1819_+	Ion Selective Electrode	East Midlands	464750	341340	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1819_+	pH electrode	East Midlands	464750	341340	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1819_+	Titrimetric method	East Midlands	464750	341340	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1819_+	TOC Analyser  (Shimadzu 5000)	East Midlands	464750	341340	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1819_+	Colorimetric Method	East Midlands	464750	341340	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1819_+	ICP Atomic Emission Spectrometry	East Midlands	464750	341340	-0.00218500000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1819_+	ICP Mass Spectrometry	East Midlands	464750	341340	0.01246500000	0.00091300000	0.00204000000
gbase Stream Water	42_1866_+	Conductivity meter	East Midlands	467160	344900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1866_+	Ion Selective Electrode	East Midlands	467160	344900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1866_+	pH electrode	East Midlands	467160	344900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1866_+	Titrimetric method	East Midlands	467160	344900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1866_+	TOC Analyser  (Shimadzu 5000)	East Midlands	467160	344900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1866_+	Colorimetric Method	East Midlands	467160	344900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1866_+	ICP Atomic Emission Spectrometry	East Midlands	467160	344900	0.05957900000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1866_+	ICP Mass Spectrometry	East Midlands	467160	344900	0.00248300000	0.00015400000	0.00075500000
gbase Stream Water	42_1869_+	Conductivity meter	East Midlands	471810	340540	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1869_+	Ion Selective Electrode	East Midlands	471810	340540	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1869_+	pH electrode	East Midlands	471810	340540	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1869_+	Titrimetric method	East Midlands	471810	340540	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1825_+	Conductivity meter	East Midlands	463820	343010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1825_+	Ion Selective Electrode	East Midlands	463820	343010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1825_+	pH electrode	East Midlands	463820	343010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1825_+	Titrimetric method	East Midlands	463820	343010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1825_+	TOC Analyser  (Shimadzu 5000)	East Midlands	463820	343010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1825_+	Colorimetric Method	East Midlands	463820	343010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1825_+	ICP Atomic Emission Spectrometry	East Midlands	463820	343010	0.03140600000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1825_+	ICP Mass Spectrometry	East Midlands	463820	343010	0.00716400000	0.00014500000	0.00161800000
gbase Stream Water	42_1869_+	TOC Analyser  (Shimadzu 5000)	East Midlands	471810	340540	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1869_+	Colorimetric Method	East Midlands	471810	340540	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1869_+	ICP Atomic Emission Spectrometry	East Midlands	471810	340540	0.10764600000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1869_+	ICP Mass Spectrometry	East Midlands	471810	340540	0.00221100000	0.00006600000	0.00525600000
gbase Stream Water	42_1829_+	Conductivity meter	East Midlands	472030	341180	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1829_+	Ion Selective Electrode	East Midlands	472030	341180	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1829_+	pH electrode	East Midlands	472030	341180	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1829_+	Titrimetric method	East Midlands	472030	341180	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1829_+	TOC Analyser  (Shimadzu 5000)	East Midlands	472030	341180	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	42_1829_+	Colorimetric Method	East Midlands	472030	341180	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9332_+	Colorimetric Method	Humber-Trent	467530	347120	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9332_+	Conductivity meter	Humber-Trent	467530	347120	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9332_+	ICP Atomic Emission Spectrometry	Humber-Trent	467530	347120	0.39620200000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9379_+	pH electrode	Humber-Trent	469860	347250	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9379_+	Titrimetric method	Humber-Trent	469860	347250	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9542_+	Colorimetric Method	Humber-Trent	483200	350500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9542_+	Conductivity meter	Humber-Trent	483200	350500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9542_+	ICP Atomic Emission Spectrometry	Humber-Trent	483200	350500	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9542_+	ICP Mass Spectrometry	Humber-Trent	483200	350500	-99.00000000000	0.00008000000	0.00079000000
gbase Stream Water	40_9542_+	Ion Selective Electrode	Humber-Trent	483200	350500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9542_+	Organic Content	Humber-Trent	483200	350500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9542_+	pH electrode	Humber-Trent	483200	350500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9542_+	Titrimetric method	Humber-Trent	483200	350500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8924_+	pH electrode	Humber-Trent	475090	354150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8924_+	Titrimetric method	Humber-Trent	475090	354150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8933_+	Colorimetric Method	Humber-Trent	474680	352030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8933_+	Conductivity meter	Humber-Trent	474680	352030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9124_+	Colorimetric Method	Humber-Trent	470800	352010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9124_+	Conductivity meter	Humber-Trent	470800	352010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9124_+	ICP Atomic Emission Spectrometry	Humber-Trent	470800	352010	0.03431100000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9124_+	ICP Mass Spectrometry	Humber-Trent	470800	352010	-99.00000000000	0.00010000000	0.00274000000
gbase Stream Water	40_9124_+	Ion Selective Electrode	Humber-Trent	470800	352010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9124_+	pH electrode	Humber-Trent	470800	352010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9124_+	Titrimetric method	Humber-Trent	470800	352010	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9136_+	Colorimetric Method	Humber-Trent	477800	351040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9136_+	Conductivity meter	Humber-Trent	477800	351040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9136_+	ICP Atomic Emission Spectrometry	Humber-Trent	477800	351040	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9189_+	Colorimetric Method	Humber-Trent	472770	353460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9189_+	Conductivity meter	Humber-Trent	472770	353460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9189_+	ICP Atomic Emission Spectrometry	Humber-Trent	472770	353460	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9189_+	ICP Mass Spectrometry	Humber-Trent	472770	353460	-99.00000000000	0.00015000000	0.00233000000
gbase Stream Water	40_9189_+	Ion Selective Electrode	Humber-Trent	472770	353460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9189_+	pH electrode	Humber-Trent	472770	353460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9332_+	ICP Mass Spectrometry	Humber-Trent	467530	347120	-99.00000000000	0.00040000000	0.00507000000
gbase Stream Water	40_9332_+	Ion Selective Electrode	Humber-Trent	467530	347120	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9332_+	Organic Content	Humber-Trent	467530	347120	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9332_+	pH electrode	Humber-Trent	467530	347120	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9332_+	Titrimetric method	Humber-Trent	467530	347120	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9391_+	Colorimetric Method	Humber-Trent	469900	346460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9391_+	Conductivity meter	Humber-Trent	469900	346460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9391_+	ICP Atomic Emission Spectrometry	Humber-Trent	469900	346460	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9391_+	ICP Mass Spectrometry	Humber-Trent	469900	346460	-99.00000000000	0.00007000000	0.00070000000
gbase Stream Water	40_9391_+	Ion Selective Electrode	Humber-Trent	469900	346460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9391_+	pH electrode	Humber-Trent	469900	346460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9391_+	Titrimetric method	Humber-Trent	469900	346460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9393_+	Colorimetric Method	Humber-Trent	469190	351800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9504_+	Colorimetric Method	Humber-Trent	482490	348420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9504_+	Conductivity meter	Humber-Trent	482490	348420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8933_+	ICP Atomic Emission Spectrometry	Humber-Trent	474680	352030	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8933_+	ICP Mass Spectrometry	Humber-Trent	474680	352030	-99.00000000000	0.00011000000	0.00105000000
gbase Stream Water	40_8933_+	Ion Selective Electrode	Humber-Trent	474680	352030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8933_+	pH electrode	Humber-Trent	474680	352030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8933_+	Titrimetric method	Humber-Trent	474680	352030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9136_+	ICP Mass Spectrometry	Humber-Trent	477800	351040	-99.00000000000	0.00034000000	0.06049000000
gbase Stream Water	40_9136_+	Ion Selective Electrode	Humber-Trent	477800	351040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9136_+	Organic Content	Humber-Trent	477800	351040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9136_+	pH electrode	Humber-Trent	477800	351040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9136_+	Titrimetric method	Humber-Trent	477800	351040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9189_+	Titrimetric method	Humber-Trent	472770	353460	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9193_+	Colorimetric Method	Humber-Trent	469710	351420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9193_+	Conductivity meter	Humber-Trent	469710	351420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9193_+	ICP Atomic Emission Spectrometry	Humber-Trent	469710	351420	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9341_+	Colorimetric Method	Humber-Trent	466100	353050	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9341_+	Conductivity meter	Humber-Trent	466100	353050	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9341_+	ICP Atomic Emission Spectrometry	Humber-Trent	466100	353050	0.08529400000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9393_+	Conductivity meter	Humber-Trent	469190	351800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9393_+	ICP Atomic Emission Spectrometry	Humber-Trent	469190	351800	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9393_+	ICP Mass Spectrometry	Humber-Trent	469190	351800	-99.00000000000	0.00018000000	0.00240000000
gbase Stream Water	40_9393_+	Ion Selective Electrode	Humber-Trent	469190	351800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9393_+	pH electrode	Humber-Trent	469190	351800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9393_+	Titrimetric method	Humber-Trent	469190	351800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9504_+	ICP Atomic Emission Spectrometry	Humber-Trent	482490	348420	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9504_+	ICP Mass Spectrometry	Humber-Trent	482490	348420	-99.00000000000	0.00005000000	0.00080000000
gbase Stream Water	40_9504_+	Ion Selective Electrode	Humber-Trent	482490	348420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9504_+	Organic Content	Humber-Trent	482490	348420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9504_+	pH electrode	Humber-Trent	482490	348420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9504_+	Titrimetric method	Humber-Trent	482490	348420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9506_+	Colorimetric Method	Humber-Trent	482320	351030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9506_+	Conductivity meter	Humber-Trent	482320	351030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9506_+	ICP Atomic Emission Spectrometry	Humber-Trent	482320	351030	0.06896900000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9506_+	ICP Mass Spectrometry	Humber-Trent	482320	351030	-99.00000000000	0.00036000000	0.00271000000
gbase Stream Water	40_9506_+	Ion Selective Electrode	Humber-Trent	482320	351030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9506_+	Organic Content	Humber-Trent	482320	351030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9139_+	Colorimetric Method	Humber-Trent	471110	351670	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9139_+	Conductivity meter	Humber-Trent	471110	351670	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9139_+	ICP Atomic Emission Spectrometry	Humber-Trent	471110	351670	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9139_+	ICP Mass Spectrometry	Humber-Trent	471110	351670	-99.00000000000	0.00022000000	0.00451000000
gbase Stream Water	40_9139_+	Ion Selective Electrode	Humber-Trent	471110	351670	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9139_+	Organic Content	Humber-Trent	471110	351670	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9139_+	pH electrode	Humber-Trent	471110	351670	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9139_+	Titrimetric method	Humber-Trent	471110	351670	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9141_+	Colorimetric Method	Humber-Trent	472160	349400	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9141_+	Conductivity meter	Humber-Trent	472160	349400	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9141_+	ICP Atomic Emission Spectrometry	Humber-Trent	472160	349400	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9193_+	ICP Mass Spectrometry	Humber-Trent	469710	351420	-99.00000000000	0.00012000000	0.00469000000
gbase Stream Water	40_9193_+	Ion Selective Electrode	Humber-Trent	469710	351420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9193_+	Organic Content	Humber-Trent	469710	351420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9193_+	pH electrode	Humber-Trent	469710	351420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9193_+	Titrimetric method	Humber-Trent	469710	351420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9194_+	Colorimetric Method	Humber-Trent	463220	349490	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9194_+	Conductivity meter	Humber-Trent	463220	349490	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9194_+	ICP Atomic Emission Spectrometry	Humber-Trent	463220	349490	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9194_+	ICP Mass Spectrometry	Humber-Trent	463220	349490	-99.00000000000	0.00022000000	0.00429000000
gbase Stream Water	40_9194_+	Ion Selective Electrode	Humber-Trent	463220	349490	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9194_+	pH electrode	Humber-Trent	463220	349490	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9194_+	Titrimetric method	Humber-Trent	463220	349490	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9341_+	ICP Mass Spectrometry	Humber-Trent	466100	353050	-99.00000000000	0.00029000000	0.00279000000
gbase Stream Water	40_9341_+	Ion Selective Electrode	Humber-Trent	466100	353050	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9341_+	pH electrode	Humber-Trent	466100	353050	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9341_+	Titrimetric method	Humber-Trent	466100	353050	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9506_+	pH electrode	Humber-Trent	482320	351030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9506_+	Titrimetric method	Humber-Trent	482320	351030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9598_+	Colorimetric Method	Humber-Trent	480290	350900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9598_+	Conductivity meter	Humber-Trent	480290	350900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9598_+	ICP Atomic Emission Spectrometry	Humber-Trent	480290	350900	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9598_+	ICP Mass Spectrometry	Humber-Trent	480290	350900	-99.00000000000	0.00037000000	0.00190000000
gbase Stream Water	40_9598_+	Ion Selective Electrode	Humber-Trent	480290	350900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9598_+	pH electrode	Humber-Trent	480290	350900	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9598_+	Titrimetric method	Humber-Trent	480290	350900	-99.00000000000	-99.00000000000	-99.00000000000
