Sample_typ	SAMPLE_NUM	METHOD_DES	ATLAS_DESC	EASTING	NORTHING	ALUMINIUM	ANTIMONY	ARSENIC
gbase Stream Water	40_8955_+	Colorimetric Method	Humber-Trent	473410	352420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8955_+	Conductivity meter	Humber-Trent	473410	352420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8955_+	ICP Atomic Emission Spectrometry	Humber-Trent	473410	352420	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8955_+	ICP Mass Spectrometry	Humber-Trent	473410	352420	-99.00000000000	0.00043000000	0.00207000000
gbase Stream Water	40_8955_+	Ion Selective Electrode	Humber-Trent	473410	352420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8955_+	Organic Content	Humber-Trent	473410	352420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8955_+	pH electrode	Humber-Trent	473410	352420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8955_+	Titrimetric method	Humber-Trent	473410	352420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8960_+	Colorimetric Method	Humber-Trent	464040	345600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8960_+	Conductivity meter	Humber-Trent	464040	345600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9141_+	ICP Mass Spectrometry	Humber-Trent	472160	349400	-99.00000000000	0.00024000000	0.00282000000
gbase Stream Water	40_9141_+	Ion Selective Electrode	Humber-Trent	472160	349400	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9141_+	pH electrode	Humber-Trent	472160	349400	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9141_+	Titrimetric method	Humber-Trent	472160	349400	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9144_+	Colorimetric Method	Humber-Trent	472260	352440	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9144_+	Conductivity meter	Humber-Trent	472260	352440	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9144_+	ICP Atomic Emission Spectrometry	Humber-Trent	472260	352440	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9144_+	ICP Mass Spectrometry	Humber-Trent	472260	352440	-99.00000000000	0.00006000000	0.00204000000
gbase Stream Water	40_9144_+	Ion Selective Electrode	Humber-Trent	472260	352440	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9144_+	pH electrode	Humber-Trent	472260	352440	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9144_+	Titrimetric method	Humber-Trent	472260	352440	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9195_+	Colorimetric Method	Humber-Trent	478990	351520	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9195_+	Conductivity meter	Humber-Trent	478990	351520	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9195_+	ICP Atomic Emission Spectrometry	Humber-Trent	478990	351520	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9195_+	ICP Mass Spectrometry	Humber-Trent	478990	351520	-99.00000000000	0.00042000000	0.00378000000
gbase Stream Water	40_9195_+	Ion Selective Electrode	Humber-Trent	478990	351520	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9195_+	Organic Content	Humber-Trent	478990	351520	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9195_+	pH electrode	Humber-Trent	478990	351520	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9195_+	Titrimetric method	Humber-Trent	478990	351520	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9561_+	Colorimetric Method	Humber-Trent	482540	346720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9561_+	Conductivity meter	Humber-Trent	482540	346720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9561_+	ICP Atomic Emission Spectrometry	Humber-Trent	482540	346720	0.05786000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9561_+	ICP Mass Spectrometry	Humber-Trent	482540	346720	-99.00000000000	0.00004000000	0.00244000000
gbase Stream Water	40_9561_+	Ion Selective Electrode	Humber-Trent	482540	346720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9561_+	Organic Content	Humber-Trent	482540	346720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9561_+	pH electrode	Humber-Trent	482540	346720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9561_+	Titrimetric method	Humber-Trent	482540	346720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9565_+	Colorimetric Method	Humber-Trent	481180	347620	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9565_+	Conductivity meter	Humber-Trent	481180	347620	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9565_+	ICP Atomic Emission Spectrometry	Humber-Trent	481180	347620	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9565_+	ICP Mass Spectrometry	Humber-Trent	481180	347620	-99.00000000000	0.00007000000	0.00103000000
gbase Stream Water	40_8903_+	Colorimetric Method	Humber-Trent	474120	345630	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8903_+	Conductivity meter	Humber-Trent	474120	345630	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8903_+	ICP Atomic Emission Spectrometry	Humber-Trent	474120	345630	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8903_+	ICP Mass Spectrometry	Humber-Trent	474120	345630	-99.00000000000	0.00036000000	0.00616000000
gbase Stream Water	40_8903_+	Ion Selective Electrode	Humber-Trent	474120	345630	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8960_+	ICP Atomic Emission Spectrometry	Humber-Trent	464040	345600	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8960_+	ICP Mass Spectrometry	Humber-Trent	464040	345600	-99.00000000000	0.00017000000	0.00178000000
gbase Stream Water	40_8960_+	Ion Selective Electrode	Humber-Trent	464040	345600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8960_+	Organic Content	Humber-Trent	464040	345600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8960_+	pH electrode	Humber-Trent	464040	345600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8960_+	Titrimetric method	Humber-Trent	464040	345600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8961_+	Colorimetric Method	Humber-Trent	473320	350040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8961_+	Conductivity meter	Humber-Trent	473320	350040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8961_+	ICP Atomic Emission Spectrometry	Humber-Trent	473320	350040	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8961_+	ICP Mass Spectrometry	Humber-Trent	473320	350040	-99.00000000000	0.00008000000	0.00115000000
gbase Stream Water	40_8961_+	Ion Selective Electrode	Humber-Trent	473320	350040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8961_+	Organic Content	Humber-Trent	473320	350040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9565_+	Ion Selective Electrode	Humber-Trent	481180	347620	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9565_+	pH electrode	Humber-Trent	481180	347620	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9565_+	Titrimetric method	Humber-Trent	481180	347620	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8903_+	Organic Content	Humber-Trent	474120	345630	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8903_+	pH electrode	Humber-Trent	474120	345630	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8903_+	Titrimetric method	Humber-Trent	474120	345630	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8907_+	Colorimetric Method	Humber-Trent	475180	353090	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8907_+	Conductivity meter	Humber-Trent	475180	353090	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8907_+	ICP Atomic Emission Spectrometry	Humber-Trent	475180	353090	0.05052200000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8907_+	ICP Mass Spectrometry	Humber-Trent	475180	353090	-99.00000000000	0.00051000000	0.00370000000
gbase Stream Water	40_8907_+	Ion Selective Electrode	Humber-Trent	475180	353090	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8907_+	Organic Content	Humber-Trent	475180	353090	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8907_+	pH electrode	Humber-Trent	475180	353090	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8907_+	Titrimetric method	Humber-Trent	475180	353090	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8908_+	Colorimetric Method	Humber-Trent	460690	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8908_+	Conductivity meter	Humber-Trent	460690	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8908_+	ICP Atomic Emission Spectrometry	Humber-Trent	460690	347600	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8908_+	ICP Mass Spectrometry	Humber-Trent	460690	347600	-99.00000000000	0.00010000000	0.00114000000
gbase Stream Water	40_8908_+	Ion Selective Electrode	Humber-Trent	460690	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8908_+	pH electrode	Humber-Trent	460690	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8908_+	Titrimetric method	Humber-Trent	460690	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8910_+	Colorimetric Method	Humber-Trent	465550	346320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8910_+	Conductivity meter	Humber-Trent	465550	346320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8910_+	ICP Atomic Emission Spectrometry	Humber-Trent	465550	346320	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8910_+	ICP Mass Spectrometry	Humber-Trent	465550	346320	-99.00000000000	0.00016000000	0.00175000000
gbase Stream Water	40_8910_+	Ion Selective Electrode	Humber-Trent	465550	346320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8910_+	Organic Content	Humber-Trent	465550	346320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8961_+	pH electrode	Humber-Trent	473320	350040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8961_+	Titrimetric method	Humber-Trent	473320	350040	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8978_+	Colorimetric Method	Humber-Trent	454910	348260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8978_+	Conductivity meter	Humber-Trent	454910	348260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8978_+	ICP Atomic Emission Spectrometry	Humber-Trent	454910	348260	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8910_+	pH electrode	Humber-Trent	465550	346320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8910_+	Titrimetric method	Humber-Trent	465550	346320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8916_+	Colorimetric Method	Humber-Trent	464200	348030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8916_+	Conductivity meter	Humber-Trent	464200	348030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8916_+	ICP Atomic Emission Spectrometry	Humber-Trent	464200	348030	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8916_+	ICP Mass Spectrometry	Humber-Trent	464200	348030	-99.00000000000	0.00010000000	0.00138000000
gbase Stream Water	40_8916_+	Ion Selective Electrode	Humber-Trent	464200	348030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8916_+	Organic Content	Humber-Trent	464200	348030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8916_+	pH electrode	Humber-Trent	464200	348030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8916_+	Titrimetric method	Humber-Trent	464200	348030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8923_+	Colorimetric Method	Humber-Trent	454890	349700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8923_+	Conductivity meter	Humber-Trent	454890	349700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8978_+	ICP Mass Spectrometry	Humber-Trent	454910	348260	-99.00000000000	0.00017000000	0.00200000000
gbase Stream Water	40_8978_+	Ion Selective Electrode	Humber-Trent	454910	348260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8978_+	pH electrode	Humber-Trent	454910	348260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8978_+	Titrimetric method	Humber-Trent	454910	348260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8979_+	Colorimetric Method	Humber-Trent	462080	347800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8979_+	Conductivity meter	Humber-Trent	462080	347800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8979_+	ICP Atomic Emission Spectrometry	Humber-Trent	462080	347800	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8979_+	ICP Mass Spectrometry	Humber-Trent	462080	347800	-99.00000000000	0.00007000000	0.00106000000
gbase Stream Water	40_8979_+	Ion Selective Electrode	Humber-Trent	462080	347800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8979_+	Organic Content	Humber-Trent	462080	347800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8979_+	pH electrode	Humber-Trent	462080	347800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8979_+	Titrimetric method	Humber-Trent	462080	347800	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8987_+	Colorimetric Method	Humber-Trent	475250	345940	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8923_+	ICP Atomic Emission Spectrometry	Humber-Trent	454890	349700	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8923_+	ICP Mass Spectrometry	Humber-Trent	454890	349700	-99.00000000000	0.00015000000	0.00220000000
gbase Stream Water	40_8923_+	Ion Selective Electrode	Humber-Trent	454890	349700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8923_+	Organic Content	Humber-Trent	454890	349700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8923_+	pH electrode	Humber-Trent	454890	349700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8923_+	Titrimetric method	Humber-Trent	454890	349700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8924_+	Colorimetric Method	Humber-Trent	475090	354150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8924_+	Conductivity meter	Humber-Trent	475090	354150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8924_+	ICP Atomic Emission Spectrometry	Humber-Trent	475090	354150	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8924_+	ICP Mass Spectrometry	Humber-Trent	475090	354150	-99.00000000000	0.00011000000	0.00169000000
gbase Stream Water	40_8924_+	Ion Selective Electrode	Humber-Trent	475090	354150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8924_+	Organic Content	Humber-Trent	475090	354150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8987_+	Conductivity meter	Humber-Trent	475250	345940	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8987_+	ICP Atomic Emission Spectrometry	Humber-Trent	475250	345940	0.04302400000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8987_+	ICP Mass Spectrometry	Humber-Trent	475250	345940	-99.00000000000	0.00050000000	0.00969000000
gbase Stream Water	40_8987_+	Ion Selective Electrode	Humber-Trent	475250	345940	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8987_+	Organic Content	Humber-Trent	475250	345940	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8987_+	pH electrode	Humber-Trent	475250	345940	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8987_+	Titrimetric method	Humber-Trent	475250	345940	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8991_+	Colorimetric Method	Humber-Trent	476780	346500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8991_+	Conductivity meter	Humber-Trent	476780	346500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8991_+	ICP Atomic Emission Spectrometry	Humber-Trent	476780	346500	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8991_+	ICP Mass Spectrometry	Humber-Trent	476780	346500	-99.00000000000	0.00028000000	0.01332000000
gbase Stream Water	40_8991_+	Ion Selective Electrode	Humber-Trent	476780	346500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8991_+	pH electrode	Humber-Trent	476780	346500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8991_+	Titrimetric method	Humber-Trent	476780	346500	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8999_+	Colorimetric Method	Humber-Trent	462580	345700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8999_+	Conductivity meter	Humber-Trent	462580	345700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8999_+	ICP Atomic Emission Spectrometry	Humber-Trent	462580	345700	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8999_+	ICP Mass Spectrometry	Humber-Trent	462580	345700	-99.00000000000	0.00007000000	0.00132000000
gbase Stream Water	40_8999_+	Ion Selective Electrode	Humber-Trent	462580	345700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8999_+	Organic Content	Humber-Trent	462580	345700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8999_+	pH electrode	Humber-Trent	462580	345700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_8999_+	Titrimetric method	Humber-Trent	462580	345700	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9111_+	Colorimetric Method	Humber-Trent	469510	351150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9111_+	Conductivity meter	Humber-Trent	469510	351150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9111_+	ICP Atomic Emission Spectrometry	Humber-Trent	469510	351150	0.02713700000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9111_+	ICP Mass Spectrometry	Humber-Trent	469510	351150	-99.00000000000	0.00031000000	0.00649000000
gbase Stream Water	40_9111_+	Ion Selective Electrode	Humber-Trent	469510	351150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9156_+	Colorimetric Method	Humber-Trent	476980	347390	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9156_+	Conductivity meter	Humber-Trent	476980	347390	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9156_+	ICP Atomic Emission Spectrometry	Humber-Trent	476980	347390	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9111_+	pH electrode	Humber-Trent	469510	351150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9111_+	Titrimetric method	Humber-Trent	469510	351150	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9113_+	Colorimetric Method	Humber-Trent	472490	354320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9113_+	Conductivity meter	Humber-Trent	472490	354320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9113_+	ICP Atomic Emission Spectrometry	Humber-Trent	472490	354320	0.05458400000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9113_+	ICP Mass Spectrometry	Humber-Trent	472490	354320	-99.00000000000	0.00017000000	0.00197000000
gbase Stream Water	40_9113_+	Ion Selective Electrode	Humber-Trent	472490	354320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9113_+	Organic Content	Humber-Trent	472490	354320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9113_+	pH electrode	Humber-Trent	472490	354320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9113_+	Titrimetric method	Humber-Trent	472490	354320	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9119_+	Colorimetric Method	Humber-Trent	467300	349570	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9119_+	Conductivity meter	Humber-Trent	467300	349570	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9156_+	ICP Mass Spectrometry	Humber-Trent	476980	347390	-99.00000000000	0.00030000000	0.01170000000
gbase Stream Water	40_9156_+	Ion Selective Electrode	Humber-Trent	476980	347390	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9156_+	Organic Content	Humber-Trent	476980	347390	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9156_+	pH electrode	Humber-Trent	476980	347390	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9156_+	Titrimetric method	Humber-Trent	476980	347390	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9165_+	Colorimetric Method	Humber-Trent	478210	350720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9165_+	Conductivity meter	Humber-Trent	478210	350720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9165_+	ICP Atomic Emission Spectrometry	Humber-Trent	478210	350720	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9165_+	ICP Mass Spectrometry	Humber-Trent	478210	350720	-99.00000000000	0.00025000000	0.01206000000
gbase Stream Water	40_9165_+	Ion Selective Electrode	Humber-Trent	478210	350720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9165_+	pH electrode	Humber-Trent	478210	350720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9165_+	Titrimetric method	Humber-Trent	478210	350720	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9119_+	ICP Atomic Emission Spectrometry	Humber-Trent	467300	349570	0.06501200000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9119_+	ICP Mass Spectrometry	Humber-Trent	467300	349570	-99.00000000000	0.00024000000	0.00298000000
gbase Stream Water	40_9119_+	Ion Selective Electrode	Humber-Trent	467300	349570	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9119_+	Organic Content	Humber-Trent	467300	349570	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9119_+	pH electrode	Humber-Trent	467300	349570	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9119_+	Titrimetric method	Humber-Trent	467300	349570	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9176_+	Colorimetric Method	Humber-Trent	479030	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9176_+	Conductivity meter	Humber-Trent	479030	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9176_+	ICP Atomic Emission Spectrometry	Humber-Trent	479030	347600	0.09830500000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9176_+	ICP Mass Spectrometry	Humber-Trent	479030	347600	-99.00000000000	0.00031000000	0.00161000000
gbase Stream Water	40_9176_+	Ion Selective Electrode	Humber-Trent	479030	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9176_+	pH electrode	Humber-Trent	479030	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9176_+	Titrimetric method	Humber-Trent	479030	347600	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9184_+	Colorimetric Method	Humber-Trent	473730	353790	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9184_+	Conductivity meter	Humber-Trent	473730	353790	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9184_+	ICP Atomic Emission Spectrometry	Humber-Trent	473730	353790	0.08490200000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9184_+	ICP Mass Spectrometry	Humber-Trent	473730	353790	-99.00000000000	0.00017000000	0.00312000000
gbase Stream Water	40_9184_+	Ion Selective Electrode	Humber-Trent	473730	353790	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9184_+	Organic Content	Humber-Trent	473730	353790	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9184_+	pH electrode	Humber-Trent	473730	353790	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9184_+	Titrimetric method	Humber-Trent	473730	353790	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9305_+	Colorimetric Method	Humber-Trent	468800	353360	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9305_+	Conductivity meter	Humber-Trent	468800	353360	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9305_+	ICP Atomic Emission Spectrometry	Humber-Trent	468800	353360	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9305_+	ICP Mass Spectrometry	Humber-Trent	468800	353360	-99.00000000000	0.00006000000	0.00102000000
gbase Stream Water	40_9305_+	Ion Selective Electrode	Humber-Trent	468800	353360	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9305_+	pH electrode	Humber-Trent	468800	353360	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9305_+	Titrimetric method	Humber-Trent	468800	353360	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9363_+	Colorimetric Method	Humber-Trent	470630	347420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9363_+	Conductivity meter	Humber-Trent	470630	347420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9363_+	ICP Atomic Emission Spectrometry	Humber-Trent	470630	347420	0.04947600000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9363_+	ICP Mass Spectrometry	Humber-Trent	470630	347420	-99.00000000000	0.00233000000	0.00662000000
gbase Stream Water	40_9363_+	Ion Selective Electrode	Humber-Trent	470630	347420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9363_+	pH electrode	Humber-Trent	470630	347420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9363_+	Titrimetric method	Humber-Trent	470630	347420	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9378_+	Colorimetric Method	Humber-Trent	467300	351030	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9310_+	Colorimetric Method	Humber-Trent	468790	345740	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_9310_+	Conductivity meter	Humber-Trent	468790	345740	-99.00000000000	-99.00000000000	-99.00000000000
